,id,total,quantity,taste,delivery,document,sample_rating
2939,215222,1,0.0,0.0,0.0,아 전화해달하고 부탁했는데 전화도안주시고 애기깨서 제데로먹지도못했내요,0
2940,215222,5,0.0,0.0,0.0,뭐 별 5개는 당연한거 짱맛 존맛 잘먹었습니다,1
2941,215222,5,0.0,0.0,0.0,여전히 맛있음,2
2942,215222,1,0.0,0.0,0.0,치킨상태가...하루 지난치킨인줄너무 딱딱하고 따뜻하지도 않아요;;이거랑 bhc치레카랑 두개 동시에 시켯는데치레카는 뜨끈한데 이건 다식었던데..식은건 둘째치고 치킨살이 너무 뻑뻑하고딱딱해요;;,2
2943,215222,5,0.0,0.0,0.0,최고 ㅎ,2
2944,215222,5,0.0,0.0,0.0,정말 맛있어요,2
2945,215222,4,0.0,0.0,0.0,배송 빠르고 닭도 신선했어요 잘 먹었습니다~,1
2946,215222,5,0.0,0.0,0.0,개존맛,0
2947,215222,4,0.0,0.0,0.0,웨지감자가 아닌데여... 맛은 잇는데 닭이작았어요 ㅠㅠ,0
2948,215222,3,0.0,0.0,0.0,굽네치킨답게 더 구웠으먼 어떨까 하네요,0
2949,215222,5,0.0,0.0,0.0,내 취향..♡존맛♡♡♡,0
2950,215222,4,0.0,0.0,0.0,역시  굽네치킨이 짱~~,0
2951,215222,5,0.0,0.0,0.0,굿,0
2952,215222,1,0.0,0.0,0.0,9시 40분에 주문했는데 35분 걸린다더니열한시가 되도록 오지않고있다취소할까보다,0
2953,215222,4,0.0,0.0,0.0,맛있게 잘 먹었어요,2
2954,215222,5,0.0,0.0,0.0,맛있어욤,2
2955,215222,5,0.0,0.0,0.0,맛있어요,2
2956,215222,4,0.0,0.0,0.0,오래 걸리긴 하지만 괜찮네요 ㅎㅎㅎ,0
2957,215222,5,0.0,0.0,0.0,배달도 빠르고 맛있어요~!!,2
2958,215222,5,0.0,0.0,0.0,맛있어용~~ㅋㅋ 배달도 빠르구요,2
2959,215222,3,0.0,0.0,0.0,배달원 분은 진짜 친절하셨는데 근데...하.... 이거 고추바사삭 겉에 옷이 왜이렇게 축축하죠??ㅠㅠ 다른 곳에서 먹을땐 바사삭은 아니라도 그래도 겉에 수분은 없었는데 여긴 어디 잠깐 물에 빠뜨린것 같애요 ㅠㅠ,0
2960,215222,5,0.0,0.0,0.0,맛있습니다^^,2
2961,215222,4,0.0,0.0,0.0,역시 볼케이노는맛있내요 갈비천왕 처음먹는데 저는 소이갈릭이 더맛나용전화해달라고했는데 전화안해주셔서 별한개지워용ㅠㅠ,2
2962,215222,3,0.0,0.0,0.0,제가 시킨 메뉴가 주문판에 순살로는 따로 안 써있어서 순살로 갖다 달라고 적어놨는데 안 읽으셨나봐요 말도 없이 그냥 뼈로 갖다 주시네요.. 다른 곳에서는 순살이 다 떨어져서 어떻게 하실 거냐고 친히 전화까지 주셨는데.. 그래서 여기서 시킨건데.. 배달 조금 더 늦게 온 거까지 빼면 나머지는 다 그럭 저럭.. 다음부터는 추가 메세지 좀 확인 해주세요,0
2963,215222,5,0.0,0.0,0.0,너무너무너무어무어ㅜ 맛있습니다갈비와 치킨을 한 번에!!거기에 치밥까지 ㅠㅠ 어청 맛있어요!하루 지나서 한 번 더 시켜먹었네요ㅎㅎ,1
2964,215222,5,0.0,0.0,0.0,맛있어요,2
2965,215222,1,0.0,0.0,0.0,위생이 개더럽네요;,0
2966,215222,3,0.0,0.0,0.0,주문 취소하기가 굉장히 불편하고 복잡해요. 주문 취소 기능이 추가되었으면 좋겠습니다.,0
2967,215222,5,0.0,0.0,0.0,볼케이노 생각보다 많이 맵진않고 완전 맛있네요담백하고 맥콤하니 맥주안주로 딱 ㅎㅎ,2
2968,215222,4,0.0,0.0,0.0,"배달도빨리오고 ,고추바사삭맛있어요~~",2
2969,215222,4,0.0,0.0,0.0,괜찮았음,1
2970,215222,4,0.0,0.0,0.0,늘 친절하고 맛있어요,2
2971,215222,4,0.0,0.0,0.0,맛있어요 배달도 빨리왔구요근데 행당점은 처음인데 여긴 구운달걀 안주시나봐요,2
2972,215222,5,0.0,0.0,0.0,맛있어요 배달도 너무 늦지 않고,0
2973,215222,4,0.0,0.0,0.0,배달도 빠르고 맛잇어요! 근데 요기요로 주문하면 쿠폰은 안주시나요?ㅠ,0
2974,215222,4,0.0,0.0,0.0,맛있네요,2
2975,215222,5,0.0,0.0,0.0,존맛👍🏻👍🏻👍🏻,0
2976,215222,4,0.0,0.0,0.0,닭도싱싱하고 굳AI상관없음,2
2977,215222,1,0.0,0.0,0.0,여기서 이전에 2번이나 시켰는데 원래 안 이랬거든요? 근데 오늘은 딱 봐도 태웠길래 봤더니 재탕한 닭이네요 진짜 너무하시네요. 솔직히 55분 걸려서 와서 배고픈 상태라 탄 맛나도 참고먹었는데 식으니까 고무처럼 질겨서 돋ᆞ,0
2978,215222,5,0.0,0.0,0.0,맛있게 먹었어용 ㅎㅎ,2
2979,215222,4,0.0,0.0,0.0,파채가 다른날보다 양도 적고 비닐에 담아왔네요.,0
2980,215222,5,0.0,0.0,0.0,소스맛있어요,2
2981,215222,3,0.0,0.0,0.0,소이갈릭 저번보다 좀느끼해요,0
2982,215222,4,0.0,0.0,0.0,파채도 싱싱하고 맛있었어요!,2
2983,215222,5,0.0,0.0,0.0,오리지날은 뜨거운데 볼케이노는 다식어서 당황 그래도 맛은있네요,0
2984,215222,5,0.0,0.0,0.0,this is it!!!,0
2985,215222,5,0.0,0.0,0.0,좋아요. 생각보다 빨리왔어요,2
2986,215222,1,0.0,0.0,0.0,요기요. 초음 댓글 달아봅니다 굽네 두군데 있는데 어쩌다 여기가 위에뜨면 시켜먹는데ㅡ굽에치킨인지 이게 .. 기름치킨인지기름끼 쫘악 뺀 굽네 생각하면 여기 말고 다른지점 시키세요,0
2987,215222,5,0.0,0.0,0.0,이건 먹어야합니다. 소스도 굿,0
2988,215222,4,0.0,0.0,0.0,맛잇어요!,0
2989,215222,5,0.0,0.0,0.0,존맛 ㅠㅡㅠ,0
2990,215222,4,0.0,0.0,0.0,저희 엄마랑 같이 먹었습니다. 저는 맛있었는데 엄마는 짜다고 하시더군요.,2
2991,215222,5,0.0,0.0,0.0,볼케이노 진짜매우니 매우건 못드시는분들은 신중하시길,0
2992,215222,3,0.0,0.0,0.0,맛잇엇고 담에도시켜먹을게오~~,2
2993,215222,1,0.0,0.0,0.0,한시간반 가까이 기다려 받은 치킨이 주문과 다르게 오고... 전화했더니 30분을 기다리란 말에 맨붕이였네요. 뭐 딴 서비스고 뭐고 주문한거 잘 체크해주길바라네요.,1
2994,215222,4,0.0,0.0,0.0,맛있어요,2
2995,215222,4,0.0,0.0,0.0,볼케이노 처음 먹어봤는데 맛있었어요!별 한개 깎은 이유는 목이 2개라서요ㅠㅠㅠㅠㅠㅠ닭한마리에 목이 2개라서요ㅠㅜㅜㅜ엉엉치킨은 맛있어요 치밥용으로도 딱입니다,2
2996,215222,5,0.0,0.0,0.0,맛있소이다,2
2997,215222,3,0.0,0.0,0.0,빨리오고 다 좋았지만  좀 덜익은듯하게 왔내요..,2
2998,215222,5,0.0,0.0,0.0,맛있어요~,2
2999,215222,5,0.0,0.0,0.0,어제시켜먹고 오늘은 가족끼리먹었내요^^  맛있어요,2
3000,215222,5,0.0,0.0,0.0,굽네치킨 처음먹는데 괜찮내요  후르츄소이갈릭은 정말추천합니다  양도많고 이제 여기서만 시켜먹어야겠어요!,2
3001,215222,2,0.0,0.0,0.0,양이 적음,0
3002,215222,5,0.0,0.0,0.0,역시 볼케이노 ㅠㅠ 주문도 편하고 배달도 빠르고 좋아요!,2
3003,215222,3,0.0,0.0,0.0,많이맵네요 맛은괜찮은데 좀찔겨요 살이 무가 좀시큼한듯 기대만큼은아니예요,0
3004,215222,4,0.0,0.0,0.0,볼케이노는 어른꺼.....ㅋㅋㅋ맛나용.....역쉬나.....,0
3005,215222,5,0.0,0.0,0.0,매운게 더운 날씨에 시원한 맥주에 딱이네요~닭냄새 안나고 넘 맛있어요~~,1
3006,215222,4,0.0,0.0,0.0,45분걸린다 문자오고 그시간에 왓네요첫번째 주문이라 할인받아 맛있게 먹었네요~~//,1
3007,215222,3,0.0,0.0,0.0,1500원추가 해서 떡사리 넣었습니다계란은 오지 않았고 콜라는 작은 뚱이 하나왔어요~양념 양은 개인적으로 조금 아쉬웠습니다~:)마그마소스도 하나왔어요~,0
3008,215222,5,0.0,0.0,0.0,굿,0
3009,215222,5,0.0,0.0,0.0,빨리오고 간편해서 굳!!맛있어요❤❤,2
3010,215222,5,0.0,0.0,0.0,늘 맛있게잘먹고있습니다 볼케이노와 고추바사삭 맛있어요,2
3011,215222,5,0.0,0.0,0.0,배달도빠르고 맛남요~^^,1
3012,215222,5,0.0,0.0,0.0,왜 볼케이노 하는지 알겠네요ㅋㅋㅋㅋㅋㅋㅋ엄청맛잇음!!!!!,0
3013,215222,3,0.0,0.0,0.0,치즈가없다고 함ㅋ,0
3014,215222,4,0.0,0.0,0.0,굳,0
3015,215222,4,0.0,0.0,0.0,비와서 그런지 배달은 좀 늦었는데 치킨은 겁나 맛있네욤 ㅎㅎ,0
3016,215222,5,0.0,0.0,0.0,노래를부르던볼케이노♡오십분걸린다했는데정말오십분걸렸지만따끈따끈♡마싯게잘먹었습니당 ^^^*,0
3017,215222,3,0.0,0.0,0.0,맛 있었어요 따듯하게 왔는데 한시간 걸렸어요 ㅜㅜ   다른매장은 계란있는데 여긴 안나오네요 ㅜ 상할 수 있어서라고 하네용,0
3018,215222,1,0.0,0.0,0.0,35분 걸린다더니 정확히 한시간만에 옴 ㅡㅡ. 다신 안시킴,0
3019,215222,4,0.0,0.0,0.0,만족해요,2
3020,215222,4,0.0,0.0,0.0,배달늦지않음,0
3021,215222,5,0.0,0.0,0.0,맛있게 잘먹었네요,2
3022,215222,5,0.0,0.0,0.0,처음  먹어보는데  매콤하니  맛나네요ㅎㅎ,1
3023,215222,4,0.0,0.0,0.0,여긴 계란이 없네요 맛있었습니다,0
3024,215222,5,0.0,0.0,0.0,맛있어요! 배달 좀 더 빨리 올수있으면 좋겠어요~~!,2
3025,215222,4,0.0,0.0,0.0,맛있고 좋은데 배달이 너무 오래 걸려요..ㅠㅠ,1
3026,215222,3,0.0,0.0,0.0,좀배달속도가늦네요...,0
3027,215222,5,0.0,0.0,0.0,굽네는 언제나 정답입니다항상 잘 먹고 있슴돠~^^,0
3028,215222,3,0.0,0.0,0.0,굽네치킨은 원래 좋아하는데2년 전 쯤 행당점 쿠폰 모아서 한 번 먹은 후론 갖다달라고 해도 안주네요..ㅡㅡ그거 빼면 대체적으로 좋아요.파채도 상태 안 좋은 날은 안파시구요. 양심적임.,1
3029,215222,5,0.0,0.0,0.0,캬 역시 일인일닭이죵,0
3030,215222,1,0.0,0.0,0.0,55분 걸린다고 하셨는데 지금 1시간이 넘었네요..아무 연락도 없으시고.. 늦으면 늦는다고 말씀을 해주셔야;,0
3031,215222,1,0.0,0.0,0.0,하....일단 치킨 완전 늦게 왔구요 ; 늦게 가져다 주시는건 뭐 그럴수 있는데 젓가락도안주고 그냥 던지듯이 휙 주고 가셨네,0
3032,215222,4,0.0,0.0,0.0,맛있긴한대...배달느려요,0
3033,215222,5,0.0,0.0,0.0,역시 굽네 고추 바사삭이 맛은 짱^^너무 빨리 먹고 싶은 성급함에... OO을 탁!,0
3034,215222,5,0.0,0.0,0.0,"고추바사삭 치킨, 맛나게 먹었네요ㅎ",0
3035,215222,5,0.0,0.0,0.0,주소가 잘못되었는데도 잘 찾아오네요..,0
3036,215222,5,0.0,0.0,0.0,문자 발송된 예상시간을 넘기지 않고 잘 도착 했구요.가끔 다른 곳 리뷰보면 배달원이 불친절해서 기분 상했다는 글들이 있던데 여기는 직원님두 친절하시고 치킨도 촉촉하니 맛있게 잘 먹었습니다 치킨은 역시 굽네죠 👍,2
3037,215222,4,0.0,0.0,0.0,예상 배달시간보다 오래걸렸지만 맛은 있어요.,0
3038,215222,5,0.0,0.0,0.0,통날개 처음 시켰는데 맛있게 먹었네요 갯수는 13~15개정도 온거같고 쫄깃하면서 약간 탄맛이 나는게딱 제 취향이었습니다 나중엔 고추바사삭 먹어봐야겠어요암튼 만족,2
3039,215222,5,0.0,0.0,0.0,배달이 조금 오래걸리긴해도 고추바사삭 너무 맛있어요!!,0
3040,215222,4,0.0,0.0,0.0,볼케이노에 원래 계란 들어가지 않나요? 그것빼곤 전체적으로 만족 합니다,2
3041,215222,5,0.0,0.0,0.0,맛있네요,2
3042,215222,5,0.0,0.0,0.0,계란이 없는게 아쉽지만 부위나 살 모두 만족입니당,0
3043,215222,5,0.0,0.0,0.0,진짜 양많고 맛도 있었어요 ㅜㅜ 월래 굽네잘안좋아하는데 이지점은 정말맛있는거같아요.호기심에 시킨건데 진짜 만족해요.!!,2
3044,215222,1,0.0,0.0,0.0,주문개늦어요,0
3045,215222,4,0.0,0.0,0.0,배달시간이 좀 오래걸렸던 것 빼고는 좋아요~,0
3046,215222,1,0.0,0.0,0.0,너무 느리게 배달이 와요 ㅠ,0
3047,215222,4,0.0,0.0,0.0,맛있었어요!,2
3048,215222,5,0.0,0.0,0.0,볼케이노 맛있어요,2
3049,215222,5,0.0,0.0,0.0,좋아요,2
3050,215222,3,0.0,0.0,0.0,한시간. 걸리네요,0
3051,215222,4,0.0,0.0,0.0,저렴하고 맛나게 잘먹었네요,1
3052,215222,2,0.0,0.0,0.0,배달이 너무 느려요ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ 바쁜시간인건 알겠지만 주문한지 한시간 넘도록 못받았네요ㅠㅠㅠ,0
3053,215222,5,0.0,0.0,0.0,예상시간보다 빨리오고 맛있었어요!,2
3054,215222,5,0.0,0.0,0.0,맛은 있어요 근데 이메뉴자체가 느끼한건 함정,0
3055,215222,3,0.0,0.0,0.0,한시간 걸렸지만 오픈시간대에 바로주문해서 그런거같음 치킨엔문제없음,0
3056,215222,3,0.0,0.0,0.0,맛있는데...머리카락이...,2
3057,215222,5,0.0,0.0,0.0,진짜 맛있게  먹었어요 바삭바삭 담백하고  맛있있네요,2
3058,215222,5,0.0,0.0,0.0,맛있어요,2
3059,215222,5,0.0,0.0,0.0,고추바사삭듣던대로맛있네요잘먹었습니다,2
3060,215222,3,0.0,0.0,0.0,전에 처음 시켜먹었을 때 정말 맛있게 먹어서 다시 주문했는데 치킨이 기름에 아예 젖어온듯해요.. 왜 그런걸까.. 다음 번에는 맛있기를,1
3061,215222,5,0.0,0.0,0.0,빠르고 맛있었어요^^,2
3062,215222,4,0.0,0.0,0.0,soso~^^,0
3063,215222,4,0.0,0.0,0.0,바사삭하면 더욱조을꺼같아요,2
3064,301923,5,5.0,5.0,5.0,언제나 맛이 있는 부대찌개..항상 너무 맛있게 먹고 있어요~~맛있는 음식 정말 감사합니다~ ^^,2
3065,301923,5,5.0,5.0,5.0,비계 추가해서 먹었습니다. 정말 고소하고 잘 어울립니다. 잘 먹었습니다.,2
3066,301923,5,5.0,5.0,5.0,맛잇게 잘먹었습니다!!@@,1
3067,301923,5,5.0,5.0,5.0,항상 너무 깔끔하고 맛있어요~~,2
3068,301923,5,5.0,5.0,5.0,잘 먹었습니다 감사합니다,2
3069,301923,5,5.0,5.0,5.0,정말 맛있어요 감사합니다,2
3070,301923,5,5.0,5.0,5.0,잘 먹겠어요 감사합니다,2
3071,301923,5,5.0,5.0,5.0,맛납니더!!!ㅎㅎㅎㅎㅎ,0
3072,301923,5,5.0,5.0,5.0,소시지가 많아서 푸짐해요 자주 먹을게요,2
3073,301923,1,1.0,1.0,2.0,정말 맛없네요 다시는 안시킴,0
3074,301923,5,5.0,5.0,5.0,맛있고 포장도 깔끔하네요! 다만 살짝 짠게 좀 아쉽습니다!,1
3075,301923,5,5.0,5.0,5.0,맛이 있어서 재주문했습니다.,0
3076,301923,5,5.0,5.0,5.0,너무 맛있었습니다. 혼밥먹기 딱입니다,2
3077,301923,5,5.0,5.0,5.0,맛있어요~~ 양도 많아요 2명이서 다 못먹었어요!근데 약간 찐한 김치찌개는 아니구 국에 가까운 김치찌개에요! 참고하세용,0
3078,301923,5,5.0,5.0,5.0,맛잇읍니다^^대박나세요,0
3079,301923,5,5.0,5.0,5.0,"보기보다 국물이 진하고,칼칼한 맛에 속이 개운하고 좋네요^^맛있게 잘 먹었어요^^",1
3080,301923,4,4.0,4.0,4.0,맛나요 ㅎㅎㅎㅎㅎㅎ,0
3081,301923,5,5.0,5.0,1.0,마딧음 근데 왜 가게번호가 없죠 ? 불편하네요,0
3082,301923,4,5.0,4.0,5.0,맛은 딱 전형적인 육개장이었습니다. 매콤하니 맛있었어요. 맛있어서 다먹고나서 사진찍었네요...근데 리뷰이벤트 조건 다 충족했는데 안줬어요. 댓글보니까 다른분들도 안왔다고하더라구요...,2
3083,301923,5,5.0,5.0,5.0,맛있어요~반찬두 다양하고 ...리뷰이벤트  한다고 요청사항에 남겼는데  음료는 안왔네요~ㅠ,1
3084,301923,5,5.0,5.0,5.0,맛있습니다 배달도 빠르고엽,2
3085,301923,5,5.0,5.0,5.0,맛있어요~~ 양도 엄청많구요..이인분인듯..반찬도 깔끔하니좋네요..,2
3086,301923,5,5.0,5.0,5.0,원래 먹던곳이 휴업이라 이곳에서처음 주문했는데국물이 정말 진하고 건더기가 가득차있어서너무 맛있어요!양도 많고 반찬도 종류별로 있어서엄청 배불러요.덕분에 맛점 했습니다. 감사합니다!,2
3087,301923,5,5.0,5.0,5.0,맛있게 잘 먹었습니다^^,2
3088,301923,4,4.0,4.0,4.0,"건더기도 많고 잘 먹었어요~ 리뷰이벤트 했는데, 그건 안왔더라구요ㅠㅠ",2
3089,301923,5,5.0,5.0,5.0,양도 많고 고사리도 많고 너무 맛있게 먹었어요~,2
3090,301923,4,4.0,4.0,4.0,맛잇어요 잘먹엇어요,0
3091,301923,5,5.0,5.0,5.0,고기가 부족하지만 맛있어요 ㅋㅋㅋㅋ,0
3092,301923,5,5.0,5.0,5.0,"그렇게 시켜먹으면서 한번도 리뷰 안썼는데....이집 진짜 관찮음맛,양 반찬까지 첨으로 대만족",2
3093,301923,5,5.0,5.0,5.0,너무 맛있게 먹었어용,2
3094,301923,5,5.0,5.0,5.0,"만두 육개장은 오자마자 먹었는데 맛있었어요리뷰에 다른 육개장 집들이랑 좀 다른 맛이라고 했는데푹 우려서 진한 맛보다는가벼운 맛이었어요소고기 육개장은 더 존맛,,만두 육개장이랑 별로 안다를것 같았는데 더 맛있었어요!육개장 먹고 싶을때 시켜먹을거 같아요",2
3095,301923,5,5.0,5.0,5.0,너무맛있어요 반찬이 많아서 좋아요,2
3096,301923,3,3.0,3.0,4.0,미스타?고 육개장 먹는걸로,0
3097,301923,5,5.0,3.0,5.0,양도 많고 배달도 참 친절합니다. 그런데 육개장 맛이 좀 특이하네요. 약간 끝에 신맛이있어요. 근데 맛은 있습니다!,2
3098,301923,5,5.0,5.0,5.0,맛있게먹었숩니다 반찬 많아서 너무좋아요,2
3099,301923,1,3.0,1.0,5.0,음식이란게 나름  맛이란게 있는데 육계장 멀건하고 짜지도 안쿠( 싱거워서 소금 투하) 얼큰하지도 않쿠 몃수저 뜨다가 버림  쩝..,0
3100,301923,5,5.0,4.0,5.0,맛잇어요 .................,0
3101,301923,3,3.0,3.0,3.0,양도 많고 맛도 맛있는데...리뷰서비스주지도 않을꺼면서 왜리뷰이벤트하시는건지...안심번호까지해제했는데..농락당한거같아서 별3개드림..기분나뻐서 포토리뷰도안씀...,1
3102,301923,5,5.0,5.0,5.0,밑반찬 여러종류 오는게 좋았고 요청사항도 잘 들어주셨어요! 근데 맛있는데 뭔가 육개장인데 육개장맛이 아닌듯한...,1
3103,301923,5,5.0,5.0,5.0,육개장 시원하고 맛있어요!!,2
3104,301923,4,4.0,4.0,4.0,맛있게 잘 먹었습니다,2
3105,301923,5,5.0,5.0,5.0,맛있게 잘먹었습니다 특히.저는 반찬이 너무 좋았어요~^^,2
3106,301923,5,5.0,5.0,5.0,아니... 남는게 있나요?.. 9가지 반찬이라니 육개장도 다른 가게들은 대부분 건더기 거의 없고 국물만 오는경우가 많아서 기대안했는데 건더기 정말 많네요 육개장은 여기에서만 시켜먹어야겠어요,0
3107,301923,5,5.0,5.0,5.0,"사장님 리뷰가 늦어 죄송합니다.~~~맛,양,배달,서비스까지 정말 최고입니다.~~~자주 찾아뵙겠습니다!",0
3108,301923,3,5.0,3.0,5.0,항상 맛있게 먹었었는데원래도 짠편이었지만 이날은 진짜간을 1도 안보신건지 소금찌개인줄 알았어요ㅠㅠ,2
3109,301923,5,5.0,5.0,5.0,잘먹었습니다~~~~,1
3110,301923,5,5.0,5.0,5.0,양도많고 건데기도 풍부한데 뭔가 육개장이 색다르네요,2
3111,301923,4,4.0,4.0,5.0,맛은 있는데 기름이 너무 많아요 ㅠㅠㅠ 그래도 맛있게 먹었습니다 배달도 빨리와서 뜨겁게 먹을수있었어용 ㅎ,1
3112,301923,5,5.0,5.0,5.0,양 너무너무 많아요!!제가 먹었던 육개장이랑 달라서 놀랬는뎅 맛있었어요무튼 잘먹었습니다~~~~~~~,2
3113,301923,5,5.0,4.0,5.0,"맛있고 양도 많은 편인데 간이 약간 센편입니다.  밤찬도 다양하고, 가격대비 구성은 전체적으로 맘에 듭니다.",2
3114,301923,4,5.0,4.0,4.0,오늘은 음식이좀 짰어요..ㅠ ㅠ그래서 뜨거운물좀 넣어 다시 끊여 먹었습니다,0
3115,301923,1,5.0,1.0,1.0,비가왔어도 배달이 너무늦었습니다 주문하고 한시간 40분이걸렸네요 제발 미리 시키세요 드실분들은,0
3116,301923,5,5.0,4.0,5.0,얼큰한 육개장이 생각나서 시켰는데....생각보다 좀 맵네요.제가 워낙 매운걸 못먹어서 그렇지만 저희 아들은 안매워하더라구요^^;;매울때 반찬으로 주신 감자샐러드 먹으니 딱이였습니다^^덕분에 저녁 잘 해결했습니다~,0
3117,301923,5,5.0,5.0,5.0,맛잇어요 양도그렇소 근ㄷㅔ 육수 맛은다똑같아요,0
3118,301923,4,5.0,4.0,5.0,차돌이랑 소고기랑 별차이가 없었어요 일반 육개장이랑 맛이조금 달랐지만 맛있게 잘먹었습니다~,1
3119,301923,5,5.0,5.0,5.0,좋아요!!!!!!!,2
3120,301923,3,4.0,3.0,1.0,육개장 : 전체적으로 몽글몽글한 식감에 비해 고기가 너무 질겨서 식감을 방해함 밥 : 밥 양은 많은데 대체로 딱딱해서 남기게됨 반찬 : 대체로 무난하나 계란에서 특유의 향이나서 거부감이듬 ( 상한것은 아닌거같음) 참치마요 : 밥 양에비해 소스가 너무 적어서 육개장이랑 같이먹어야함,0
3121,301923,5,3.0,5.0,4.0,양은 좀 아쉽지만 해장할때 좋음,0
3122,301923,5,5.0,5.0,5.0,맛있오욬. 서비수 잘먹을게요,2
3123,301923,5,5.0,5.0,5.0,생각나서 또시켰어요 다음 시킬땐 리뷰남길게요^^,0
3124,301923,5,5.0,5.0,5.0,밑반찬이 9찬에서 4찬으로 줄긴했는데 오히려 적당히 먹을수있어서 좋네요 매번 육개장은 여기서 시켜먹는데 이번에도 역시 맛있었어요 쪼~~~금만 간이 덜되면 더 좋을것같아요 양도 푸짐하고 맛도 좋고 가성비 최고입니다,1
3125,301923,5,5.0,5.0,5.0,소고기 차돌도 먹어봤는데 만두육개장이 더 맛있는거 같아요^^,2
3126,301923,5,5.0,5.0,5.0,맛있게 잘 먹었습니다^^,2
3127,301923,1,1.0,1.0,1.0,"연장없이 밥을 어떻게 먹으라고 수저도 안보내주시고,  육개장2개주문시만 반찬이 오나요? 반찬도 없이 먹네요><",0
3128,301923,5,5.0,5.0,5.0,묘있는 뚝비기 뚝배기 뚜둗두두뚝배기,0
3129,301923,5,4.0,5.0,5.0,맛좋네요 밥을 꾹꾹 눌러 담아주셨는데도 양은 조금 아쉬운 양이네요 그래도 추천합니다^^,0
3130,301923,5,5.0,5.0,5.0,완젼맛있게 잘먹었읍니다.,2
3131,301923,4,5.0,4.0,5.0,처음 시킨데여서 기대도 안했는데 참치마요도 맛있고 일단 육개장 생각외로 맛이썽요ㅠㅠㅠㅠ진짜 차돌에는 당면이 없긴하지만 좋아요,1
3132,301923,5,5.0,5.0,5.0,잘먹었습니다~~~~,1
3133,301923,4,4.0,4.0,4.0,맛있게잘먹었습니다,2
3134,301923,3,5.0,3.0,5.0,조금은 짠듯하지만 그냥 육계장 먹고플때 시켜먹으면 좋을듯~그런데 원래 육계장에 고기는 안들어가는건가요? 궁금한 1인입니다,2
3135,301923,5,5.0,5.0,5.0,이집 정말 괜찮습니다 깔끔하고 맛도 좋고 비오는날에 먹으면 더 맛있을것같네요 조금 아쉬웠던건 혼자 시켜먹짗못한다는거ㅠㅠ항상 혼자 일해서 시켜먹고싶은데 오늘은 일부로 물만두 2개시켜서 배달금액 맞춰서 시켰네요...근데 맛은 젛습니다,1
3136,301923,5,5.0,5.0,4.0,일단 사이다를 안보내주셨는데.. 다시 보내달라고 하기도 그렇고 친절하게 환불해주셨으니까 큰 불만은 없습니다. 육개장은 기본적으로 소고기향이 진하고 맛있습니다. 누가 먹어도 맛있다고 생각할 것 같아요. 밥도 맛있고 밑반찬도 깔끔해서 흠잡을게 없네요. 다만 제가 싱겁게 먹는 편이라 국에 소금간을 덜했으면 좋겠다는 개인적인 생각이 있고요. 총평은 제가 입맛이 까다로운데 대체로 만족스러웠고 다시 시킬것같아요. 얼큰한 국물이 당기시면 절대 후회는 안하실것같네요.,0
3137,523469,5,5.0,5.0,4.0,맛있게 잘먹었습니다 ^^,2
3138,523469,5,5.0,5.0,5.0,배달이 빨라서 다 먹고 리뷰 남겨요!도우도 맛있고 치즈도 많아요 ฅ^•ﻌ•^ฅ,2
3139,523469,5,5.0,5.0,5.0,맛있게 잘 먹었어요~~^^,2
3140,523469,5,5.0,5.0,5.0,넘모맛있어서 사진찍는걸 잊고 다먹어버렸슴당넘맛있슴당,1
3141,523469,5,5.0,5.0,5.0,이제 피자하면 무조건 빵치부터 켜고봐요ㅎㅎㅎ이사가면 아쉬울거 같아요ㅠㅠ,0
3142,523469,5,5.0,5.0,5.0,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
3143,523469,5,5.0,5.0,0.0,맛있어요. 집 근처라서 포장해 오니 할인도 되면서 리뷰 혜택도 받을 수 있어서 좋네요,1
3144,523469,5,5.0,5.0,5.0,맛있게 잘 먹었어요~~^^,2
3145,523469,5,5.0,5.0,5.0,맛있어요~~~~!,2
3146,523469,5,5.0,3.0,5.0,잘먹었습니다~,1
3147,523469,5,5.0,5.0,5.0,늦은밤에 시켰는데 따뜻하게 왔어요 맛있게 잘먹었습니다,1
3148,523469,5,5.0,5.0,5.0,치즈추가해서 먹길 잘한거같아요. 잘먹었습니다~!,1
3149,523469,5,5.0,5.0,5.0,맛있게 잘먹었습니다강추예요,2
3150,523469,4,5.0,4.0,4.0,양도 많고 도우도얇으면서 쫄깃하고 불고기맛이 그냥그랬어요 저는 석쇠불고기맛을 원했지만그냥 양념고기맛?   그리고 빵찍어 먹기좋은 사진 첨부한 소스 보이시죠 마요네즈에 매운맛 첨가한듯한 맛인데너무 맛이 좋왔어요  갈릭은 거기서 거기인거 같고고르곤졸라 맛은  맛있었습니다,2
3151,523469,5,5.0,5.0,5.0,맛잇엇어요~또주문할깨영,2
3152,523469,4,4.0,4.0,4.0,잘 먹었습니다 치즈추가하면 더 맛있을것같네요,2
3153,523469,5,5.0,5.0,5.0,맛있게 잘 먹었습니다~,2
3154,523469,5,5.0,5.0,5.0,너무 폭신폭신하구 부드럽고 난리난리><,1
3155,523469,5,5.0,5.0,5.0,맛나게 잘 먹었어요,0
3156,523469,5,5.0,5.0,5.0,뒤늦게 리뷰씁니다 여기 감자피자는 정말존맛탱!!!!,0
